episode,time_h,completed,attempts,errors,err_rate,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,err_target,reward,novelty,causal_gain,data_value,cumulative_data_value
332,1.0,105,109,4,0.036697,105.0,60.0,27.646789,18.0,1.535933,1.75,27.546789,0.05087,0.06,27.546789,0.139298,104.858586,31.457576,9200.989759
333,1.0,98,103,5,0.048544,98.0,60.0,24.642718,18.0,1.36904,1.633333,24.542718,0.049724,0.06,24.542718,0.066088,97.909091,29.372727,9230.362487
334,1.0,92,97,5,0.051546,92.0,60.0,22.857732,18.0,1.269874,1.533333,22.757732,0.048879,0.06,22.757732,0.026925,91.868687,27.560606,9257.923093
335,1.0,85,89,4,0.044944,85.0,60.0,21.679775,18.0,1.204432,1.416667,21.579775,0.047373,0.06,21.579775,0.082689,84.979798,25.493939,9283.417032
336,1.0,84,91,7,0.076923,84.0,60.0,18.738462,18.0,1.041026,1.4,18.638462,0.049065,0.06,18.63766,0.083295,83.969697,25.190909,9308.607941
337,1.0,101,107,6,0.056075,101.0,60.0,24.636449,18.0,1.368692,1.683333,24.536449,0.048673,0.06,24.536449,0.095188,101.0,30.3,9338.907941
338,1.0,106,113,7,0.061947,106.0,60.0,25.233628,18.0,1.401868,1.766667,25.133628,0.048868,0.06,25.133534,0.140079,105.939394,31.781818,9370.689759
339,1.0,87,93,6,0.064516,87.0,60.0,20.487097,18.0,1.138172,1.45,20.387097,0.049319,0.06,20.386876,0.0534,86.737374,26.021212,9396.710971
340,1.0,92,96,4,0.041667,92.0,60.0,23.766667,18.0,1.32037,1.533333,23.666667,0.047486,0.06,23.666667,0.046128,91.858586,27.557576,9424.268547
341,1.0,85,92,7,0.076087,85.0,60.0,19.032609,18.0,1.057367,1.416667,18.932609,0.049095,0.06,18.931845,0.079615,85.10101,25.530303,9449.79885
342,1.0,84,94,10,0.106383,84.0,60.0,16.26383,18.0,0.903546,1.4,16.16383,0.053733,0.06,16.161553,0.118403,83.989899,25.19697,9474.99582
343,1.0,93,101,8,0.079208,93.0,60.0,20.533663,18.0,1.140759,1.55,20.433663,0.055654,0.06,20.432631,0.032011,93.10101,27.930303,9502.926123
344,1.0,75,79,4,0.050633,75.0,60.0,18.702532,18.0,1.03903,1.25,18.602532,0.054717,0.06,18.602532,0.171798,74.969697,22.490909,9525.417032
345,1.0,98,103,5,0.048544,98.0,60.0,24.642718,18.0,1.36904,1.633333,24.542718,0.053571,0.06,24.542718,0.070762,98.151515,29.445455,9554.862487
346,1.0,92,102,10,0.098039,92.0,60.0,18.580392,18.0,1.032244,1.533333,18.480392,0.057375,0.06,18.478354,0.066928,91.969697,27.590909,9582.453396
347,1.0,75,80,5,0.0625,75.0,60.0,17.8125,18.0,0.989583,1.25,17.7125,0.057625,0.06,17.712357,0.168881,75.020202,22.506061,9604.959456
348,1.0,76,84,8,0.095238,76.0,60.0,15.561905,18.0,0.86455,1.266667,15.461905,0.061149,0.06,15.459874,0.170639,76.090909,22.827273,9627.786729
349,1.0,84,89,5,0.05618,84.0,60.0,20.480899,18.0,1.137828,1.4,20.380899,0.060767,0.06,20.380899,0.080916,84.0,25.2,9652.986729
350,1.0,108,114,6,0.052632,108.0,60.0,26.715789,18.0,1.484211,1.8,26.615789,0.06003,0.06,26.615789,0.164337,108.181818,32.454545,9685.441274
351,1.0,103,107,4,0.037383,103.0,60.0,27.049533,18.0,1.502752,1.716667,26.949533,0.057769,0.06,26.949533,0.12132,103.252525,30.975758,9716.417032
352,1.0,89,96,7,0.072917,89.0,60.0,20.210417,18.0,1.122801,1.483333,20.110417,0.05906,0.06,20.10967,0.038465,88.919192,26.675758,9743.09279
353,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.059121,0.06,22.163601,0.010051,93.080808,27.924242,9771.017032
354,1.0,96,102,6,0.058824,96.0,60.0,23.152941,18.0,1.286275,1.6,23.052941,0.059003,0.06,23.052941,0.038092,96.060606,28.818182,9799.835214
355,1.0,80,85,5,0.058824,80.0,60.0,19.294118,18.0,1.071895,1.333333,19.194118,0.058885,0.06,19.194118,0.125956,79.89899,23.969697,9823.804911
356,1.0,81,86,5,0.05814,81.0,60.0,19.590698,18.0,1.088372,1.35,19.490698,0.058699,0.06,19.490698,0.112,81.151515,24.345455,9848.150365
357,1.0,80,86,6,0.069767,80.0,60.0,18.418605,18.0,1.023256,1.333333,18.318605,0.059676,0.06,18.318031,0.119307,80.161616,24.048485,9872.19885
358,1.0,118,123,5,0.04065,118.0,60.0,30.603252,18.0,1.700181,1.966667,30.503252,0.057741,0.06,30.503252,0.264472,118.161616,35.448485,9907.647335
359,1.0,92,97,5,0.051546,92.0,60.0,22.857732,18.0,1.269874,1.533333,22.757732,0.056896,0.06,22.757732,0.024257,91.808081,27.542424,9935.189759
360,1.0,88,98,10,0.102041,88.0,60.0,17.420408,18.0,0.9678,1.466667,17.320408,0.0611,0.06,17.318016,0.09197,88.070707,26.421212,9961.610971
361,1.0,98,105,7,0.066667,98.0,60.0,22.866667,18.0,1.27037,1.633333,22.766667,0.061767,0.06,22.766259,0.053406,98.131313,29.439394,9991.050365
362,1.0,88,96,8,0.083333,88.0,60.0,19.066667,18.0,1.059259,1.466667,18.966667,0.0641,0.06,18.965225,0.060039,87.929293,26.378788,10017.429153
363,1.0,121,133,12,0.090226,121.0,60.0,25.382707,18.0,1.41015,2.016667,25.282707,0.067123,0.06,25.280769,0.288934,121.070707,36.321212,10053.750365
364,1.0,87,92,5,0.054348,87.0,60.0,21.371739,18.0,1.187319,1.45,21.271739,0.066557,0.06,21.271739,0.061434,86.686869,26.006061,10079.756426
365,1.0,92,96,4,0.041667,92.0,60.0,23.766667,18.0,1.32037,1.533333,23.666667,0.064724,0.06,23.666667,0.045499,92.020202,27.606061,10107.362487
366,1.0,80,84,4,0.047619,80.0,60.0,20.190476,18.0,1.121693,1.333333,20.090476,0.063486,0.06,20.090476,0.130182,79.949495,23.984848,10131.347335
367,1.0,102,107,5,0.046729,102.0,60.0,25.833645,18.0,1.435202,1.7,25.733645,0.062159,0.06,25.733645,0.100853,102.040404,30.612121,10161.959456
368,1.0,92,98,6,0.061224,92.0,60.0,21.967347,18.0,1.220408,1.533333,21.867347,0.062281,0.06,21.867271,0.010236,91.878788,27.563636,10189.523093
369,1.0,82,87,5,0.057471,82.0,60.0,19.887356,18.0,1.104853,1.366667,19.787356,0.062028,0.06,19.787356,0.108525,82.080808,24.624242,10214.147335
370,1.0,85,89,4,0.044944,85.0,60.0,21.679775,18.0,1.204432,1.416667,21.579775,0.060523,0.06,21.579775,0.082541,85.040404,25.512121,10239.659456
371,1.0,102,111,9,0.081081,102.0,60.0,22.32973,18.0,1.240541,1.7,22.22973,0.062631,0.06,22.228454,0.107455,101.939394,30.581818,10270.241274
372,1.0,105,111,6,0.054054,105.0,60.0,25.824324,18.0,1.434685,1.75,25.724324,0.062036,0.06,25.724324,0.132992,105.080808,31.524242,10301.765517
373,1.0,76,81,5,0.061728,76.0,60.0,18.108642,18.0,1.006036,1.266667,18.008642,0.062209,0.06,18.008535,0.162634,75.868687,22.760606,10324.526123
374,1.0,101,112,11,0.098214,101.0,60.0,20.380357,18.0,1.132242,1.683333,20.280357,0.06603,0.06,20.27798,0.114166,101.10101,30.330303,10354.856426
375,1.0,88,94,6,0.06383,88.0,60.0,20.782979,18.0,1.15461,1.466667,20.682979,0.066413,0.06,20.682726,0.043217,87.909091,26.372727,10381.229153
376,1.0,109,115,6,0.052174,109.0,60.0,27.013043,18.0,1.500725,1.816667,26.913043,0.065631,0.06,26.913043,0.16811,108.939394,32.681818,10413.910971
377,1.0,92,98,6,0.061224,92.0,60.0,21.967347,18.0,1.220408,1.533333,21.867347,0.065753,0.06,21.867267,0.007374,91.828283,27.548485,10441.459456
378,1.0,92,98,6,0.061224,92.0,60.0,21.967347,18.0,1.220408,1.533333,21.867347,0.065876,0.06,21.867266,0.006706,91.959596,27.587879,10469.047335
379,1.0,101,108,7,0.064815,101.0,60.0,23.753704,18.0,1.31965,1.683333,23.653704,0.066357,0.06,23.653387,0.086545,100.929293,30.278788,10499.326123
380,1.0,97,103,6,0.058252,97.0,60.0,23.449515,18.0,1.302751,1.616667,23.349515,0.066182,0.06,23.349515,0.047831,96.89899,29.069697,10528.39582
381,1.0,87,92,5,0.054348,87.0,60.0,21.371739,18.0,1.187319,1.45,21.271739,0.065617,0.06,21.271739,0.056903,86.959596,26.087879,10554.483699
382,1.0,97,104,7,0.067308,97.0,60.0,22.571154,18.0,1.253953,1.616667,22.471154,0.066348,0.06,22.470674,0.047588,97.191919,29.157576,10583.641274
383,1.0,87,95,8,0.084211,87.0,60.0,18.773684,18.0,1.042982,1.45,18.673684,0.068769,0.06,18.672078,0.066833,86.919192,26.075758,10609.717032
384,1.0,77,82,5,0.060976,77.0,60.0,18.404878,18.0,1.022493,1.283333,18.304878,0.068867,0.06,18.304811,0.149707,77.121212,23.136364,10632.853396
385,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.067969,0.06,23.055102,0.029209,93.262626,27.978788,10660.832183
386,1.0,88,93,5,0.053763,88.0,60.0,21.668817,18.0,1.203823,1.466667,21.568817,0.067345,0.06,21.568817,0.043453,88.060606,26.418182,10687.250365
387,1.0,104,111,7,0.063063,104.0,60.0,24.641441,18.0,1.368969,1.733333,24.541441,0.067651,0.06,24.541235,0.121006,103.949495,31.184848,10718.435214
388,1.0,88,96,8,0.083333,88.0,60.0,19.066667,18.0,1.059259,1.466667,18.966667,0.069985,0.06,18.965088,0.055633,87.848485,26.354545,10744.789759
389,1.0,84,92,8,0.086957,84.0,60.0,17.895652,18.0,0.994203,1.4,17.795652,0.07268,0.06,17.793766,0.088562,83.969697,25.190909,10769.980668
390,1.0,107,113,6,0.053097,107.0,60.0,26.418584,18.0,1.467699,1.783333,26.318584,0.07199,0.06,26.318584,0.156324,106.979798,32.093939,10802.074608
391,1.0,100,105,5,0.047619,100.0,60.0,25.238095,18.0,1.402116,1.666667,25.138095,0.070752,0.06,25.138095,0.088618,99.939394,29.981818,10832.056426
392,1.0,98,103,5,0.048544,98.0,60.0,24.642718,18.0,1.36904,1.633333,24.542718,0.069606,0.06,24.542718,0.066566,98.171717,29.451515,10861.507941
393,1.0,91,96,5,0.052083,91.0,60.0,22.560417,18.0,1.253356,1.516667,22.460417,0.068815,0.06,22.460417,0.026338,90.777778,27.233333,10888.741274
394,1.0,91,93,2,0.021505,91.0,60.0,25.343011,18.0,1.407945,1.516667,25.243011,0.064965,0.06,25.243011,0.083403,90.949495,27.284848,10916.026123
395,1.0,89,97,8,0.082474,89.0,60.0,19.359794,18.0,1.075544,1.483333,19.259794,0.067213,0.06,19.258334,0.055115,89.0,26.7,10942.726123
396,1.0,85,89,4,0.044944,85.0,60.0,21.679775,18.0,1.204432,1.416667,21.579775,0.065707,0.06,21.579775,0.083188,85.020202,25.506061,10968.232183
397,1.0,82,88,6,0.068182,82.0,60.0,19.009091,18.0,1.056061,1.366667,18.909091,0.066525,0.06,18.908553,0.104615,81.858586,24.557576,10992.789759
398,1.0,103,111,8,0.072072,103.0,60.0,23.476577,18.0,1.304254,1.716667,23.376577,0.067732,0.06,23.375773,0.106802,102.989899,30.89697,11023.686729
399,1.0,84,89,5,0.05618,84.0,60.0,20.480899,18.0,1.137828,1.4,20.380899,0.06735,0.06,20.380899,0.091181,83.848485,25.154545,11048.841274
400,1.0,87,91,4,0.043956,87.0,60.0,22.275824,18.0,1.237546,1.45,22.175824,0.065746,0.06,22.175824,0.069842,87.030303,26.109091,11074.950365
401,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.066962,0.06,20.404355,0.034393,90.030303,27.009091,11101.959456
402,1.0,102,108,6,0.055556,102.0,60.0,24.933333,18.0,1.385185,1.7,24.833333,0.066518,0.06,24.833333,0.097017,101.909091,30.572727,11132.532183
403,1.0,96,104,8,0.076923,96.0,60.0,21.415385,18.0,1.189744,1.6,21.315385,0.06821,0.06,21.314259,0.045623,96.040404,28.812121,11161.344305
404,1.0,89,95,6,0.063158,89.0,60.0,21.078947,18.0,1.171053,1.483333,20.978947,0.068526,0.06,20.978732,0.037097,88.909091,26.672727,11188.017032
405,1.0,88,96,8,0.083333,88.0,60.0,19.066667,18.0,1.059259,1.466667,18.966667,0.070859,0.06,18.965068,0.062579,88.111111,26.433333,11214.450365
406,1.0,92,104,12,0.115385,92.0,60.0,16.984615,18.0,0.94359,1.533333,16.884615,0.076398,0.06,16.880691,0.106224,92.060606,27.618182,11242.068547
407,1.0,81,85,4,0.047059,81.0,60.0,20.488235,18.0,1.138235,1.35,20.388235,0.075104,0.06,20.388235,0.123866,80.838384,24.251515,11266.320062
408,1.0,85,88,3,0.034091,85.0,60.0,22.602273,18.0,1.255682,1.416667,22.502273,0.072513,0.06,22.502273,0.098483,85.030303,25.509091,11291.829153
409,1.0,84,92,8,0.086957,84.0,60.0,17.895652,18.0,0.994203,1.4,17.795652,0.075209,0.06,17.793697,0.095882,84.0,25.2,11317.029153
410,1.0,82,89,7,0.078652,82.0,60.0,18.150562,18.0,1.008365,1.366667,18.050562,0.077074,0.06,18.049159,0.105739,82.080808,24.624242,11341.653396
411,1.0,99,103,4,0.038835,99.0,60.0,25.85534,18.0,1.436408,1.65,25.75534,0.074957,0.06,25.75534,0.085121,99.232323,29.769697,11371.423092
412,1.0,93,96,3,0.03125,93.0,60.0,24.99375,18.0,1.388542,1.55,24.89375,0.072082,0.06,24.89375,0.063506,92.878788,27.863636,11399.286729
413,1.0,104,110,6,0.054545,104.0,60.0,25.527273,18.0,1.418182,1.733333,25.427273,0.071537,0.06,25.427273,0.119435,104.171717,31.251515,11430.538244
414,1.0,92,98,6,0.061224,92.0,60.0,21.967347,18.0,1.220408,1.533333,21.867347,0.071659,0.06,21.867259,0.002113,92.0,27.6,11458.138244
415,1.0,104,111,7,0.063063,104.0,60.0,24.641441,18.0,1.368969,1.733333,24.541441,0.071966,0.06,24.541222,0.121069,103.919192,31.175758,11489.314002
416,1.0,88,92,4,0.043478,88.0,60.0,22.573913,18.0,1.254106,1.466667,22.473913,0.070313,0.06,22.473913,0.054824,87.818182,26.345455,11515.659456
417,1.0,109,117,8,0.068376,109.0,60.0,25.247009,18.0,1.402612,1.816667,25.147009,0.071151,0.06,25.14642,0.167588,108.939394,32.681818,11548.341274
418,1.0,82,93,11,0.11828,82.0,60.0,14.901075,18.0,0.827838,1.366667,14.801075,0.076979,0.06,14.796929,0.153818,81.888889,24.566667,11572.907941
419,1.0,79,83,4,0.048193,79.0,60.0,19.892771,18.0,1.105154,1.316667,19.792771,0.075798,0.06,19.792771,0.135645,79.20202,23.760606,11596.668547
420,1.0,85,89,4,0.044944,85.0,60.0,21.679775,18.0,1.204432,1.416667,21.579775,0.074293,0.06,21.579775,0.08015,85.323232,25.59697,11622.265517
421,1.0,90,96,6,0.0625,90.0,60.0,21.375,18.0,1.1875,1.5,21.275,0.074543,0.06,21.274814,0.021806,90.181818,27.054545,11649.320062
422,1.0,86,92,6,0.065217,86.0,60.0,20.191304,18.0,1.121739,1.433333,20.091304,0.075064,0.06,20.090915,0.05967,85.939394,25.781818,11675.10188
423,1.0,90,97,7,0.072165,90.0,60.0,20.505155,18.0,1.139175,1.5,20.405155,0.076281,0.06,20.404241,0.024676,90.020202,27.006061,11702.107941
424,1.0,85,90,5,0.055556,85.0,60.0,20.777778,18.0,1.154321,1.416667,20.677778,0.075836,0.06,20.677778,0.069924,84.959596,25.487879,11727.59582
425,1.0,89,95,6,0.063158,89.0,60.0,21.078947,18.0,1.171053,1.483333,20.978947,0.076152,0.06,20.978708,0.025313,89.030303,26.709091,11754.304911
426,1.0,89,96,7,0.072917,89.0,60.0,20.210417,18.0,1.122801,1.483333,20.110417,0.077444,0.06,20.109433,0.033562,89.020202,26.706061,11781.010971
427,1.0,98,104,6,0.057692,98.0,60.0,23.746154,18.0,1.319231,1.633333,23.646154,0.077213,0.06,23.646154,0.069233,98.060606,29.418182,11810.429153
428,1.0,89,97,8,0.082474,89.0,60.0,19.359794,18.0,1.075544,1.483333,19.259794,0.07946,0.06,19.258059,0.046261,89.070707,26.721212,11837.150365
429,1.0,98,103,5,0.048544,98.0,60.0,24.642718,18.0,1.36904,1.633333,24.542718,0.078315,0.06,24.542718,0.073672,98.151515,29.445455,11866.59582
430,1.0,101,108,7,0.064815,101.0,60.0,23.753704,18.0,1.31965,1.683333,23.653704,0.078796,0.06,23.653327,0.098719,100.929293,30.278788,11896.874608
431,1.0,85,91,6,0.065934,85.0,60.0,19.895604,18.0,1.105311,1.416667,19.795604,0.07939,0.06,19.795137,0.062573,84.89899,25.469697,11922.344305
432,1.0,74,78,4,0.051282,74.0,60.0,18.405128,18.0,1.022507,1.233333,18.305128,0.078518,0.06,18.305128,0.173325,74.20202,22.260606,11944.604911
433,1.0,94,98,4,0.040816,94.0,60.0,24.363265,18.0,1.353515,1.566667,24.263265,0.0766,0.06,24.263265,0.054269,94.242424,28.272727,11972.877638
434,1.0,82,87,5,0.057471,82.0,60.0,19.887356,18.0,1.104853,1.366667,19.787356,0.076347,0.06,19.787356,0.088978,81.979798,24.593939,11997.471577
435,1.0,91,99,8,0.080808,91.0,60.0,19.946465,18.0,1.108137,1.516667,19.846465,0.078427,0.06,19.844876,0.038626,91.030303,27.309091,12024.780668
436,1.0,95,99,4,0.040404,95.0,60.0,24.661616,18.0,1.37009,1.583333,24.561616,0.076468,0.06,24.561616,0.059549,94.929293,28.478788,12053.259456
437,1.0,95,100,5,0.05,95.0,60.0,23.75,18.0,1.319444,1.583333,23.65,0.075468,0.06,23.65,0.045953,95.060606,28.518182,12081.777638
438,1.0,93,100,7,0.07,93.0,60.0,21.39,18.0,1.188333,1.55,21.29,0.076468,0.06,21.289245,0.027095,93.111111,27.933333,12109.710971
439,1.0,81,86,5,0.05814,81.0,60.0,19.590698,18.0,1.088372,1.35,19.490698,0.076282,0.06,19.490698,0.1,80.939394,24.281818,12133.992789
440,1.0,94,97,3,0.030928,94.0,60.0,25.292784,18.0,1.405155,1.566667,25.192784,0.073375,0.06,25.192784,0.067075,94.111111,28.233333,12162.226123
441,1.0,75,82,7,0.085366,75.0,60.0,16.097561,18.0,0.894309,1.25,15.997561,0.075911,0.06,15.9957,0.164443,74.909091,22.472727,12184.69885
442,1.0,86,91,5,0.054945,86.0,60.0,21.074725,18.0,1.170818,1.433333,20.974725,0.075406,0.06,20.974725,0.043345,86.090909,25.827273,12210.526123
443,1.0,88,91,3,0.032967,88.0,60.0,23.498901,18.0,1.305495,1.466667,23.398901,0.072702,0.06,23.398901,0.059565,88.070707,26.421212,12236.947335
444,1.0,95,103,8,0.07767,95.0,60.0,21.121359,18.0,1.173409,1.583333,21.021359,0.074469,0.06,21.020075,0.061509,94.868687,28.460606,12265.407941
445,1.0,80,87,7,0.08046,80.0,60.0,17.563218,18.0,0.975734,1.333333,17.463218,0.076515,0.06,17.461695,0.106104,80.030303,24.009091,12289.417032
446,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.076576,0.06,22.16359,0.032497,93.121212,27.936364,12317.353395
447,1.0,96,101,5,0.049505,96.0,60.0,24.047525,18.0,1.335974,1.6,23.947525,0.075526,0.06,23.947525,0.065868,95.818182,28.745455,12346.09885
448,1.0,90,96,6,0.0625,90.0,60.0,21.375,18.0,1.1875,1.5,21.275,0.075776,0.06,21.274811,0.002441,89.79798,26.939394,12373.038244
449,1.0,101,106,5,0.04717,101.0,60.0,25.535849,18.0,1.418658,1.683333,25.435849,0.074493,0.06,25.435849,0.114308,100.939394,30.281818,12403.320062
450,1.0,80,86,6,0.069767,80.0,60.0,18.418605,18.0,1.023256,1.333333,18.318605,0.07547,0.06,18.317877,0.104144,80.070707,24.021212,12427.341274
451,1.0,73,78,5,0.064103,73.0,60.0,17.220513,18.0,0.956695,1.216667,17.120513,0.07588,0.06,17.120203,0.171454,73.232323,21.969697,12449.310971
452,1.0,82,87,5,0.057471,82.0,60.0,19.887356,18.0,1.104853,1.366667,19.787356,0.075628,0.06,19.787356,0.078475,82.161616,24.648485,12473.959456
453,1.0,92,98,6,0.061224,92.0,60.0,21.967347,18.0,1.220408,1.533333,21.867347,0.07575,0.06,21.867254,0.026027,92.111111,27.633333,12501.592789
454,1.0,113,125,12,0.096,113.0,60.0,23.052,18.0,1.280667,1.883333,22.952,0.07935,0.06,22.949273,0.246644,113.040404,33.912121,12535.504911
455,1.0,92,96,4,0.041667,92.0,60.0,23.766667,18.0,1.32037,1.533333,23.666667,0.077517,0.06,23.666667,0.046526,91.666667,27.5,12563.004911
456,1.0,83,89,6,0.067416,83.0,60.0,19.304494,18.0,1.072472,1.383333,19.204494,0.078258,0.06,19.20392,0.069868,82.888889,24.866667,12587.871577
457,1.0,82,86,4,0.046512,82.0,60.0,20.786047,18.0,1.15478,1.366667,20.686047,0.076909,0.06,20.686047,0.081838,81.969697,24.590909,12612.462486
458,1.0,86,92,6,0.065217,86.0,60.0,20.191304,18.0,1.121739,1.433333,20.091304,0.077431,0.06,20.090903,0.038447,86.363636,25.909091,12638.371577
459,1.0,98,102,4,0.039216,98.0,60.0,25.556863,18.0,1.419826,1.633333,25.456863,0.075353,0.06,25.456863,0.093371,98.060606,29.418182,12667.789759
460,1.0,99,106,7,0.066038,99.0,60.0,23.162264,18.0,1.286792,1.65,23.062264,0.075957,0.06,23.061809,0.090601,98.89899,29.669697,12697.459456
461,1.0,93,99,6,0.060606,93.0,60.0,22.263636,18.0,1.236869,1.55,22.163636,0.076017,0.06,22.16359,0.026452,92.989899,27.89697,12725.356426
462,1.0,111,117,6,0.051282,111.0,60.0,27.607692,18.0,1.533761,1.85,27.507692,0.075145,0.06,27.507692,0.208367,110.949495,33.284848,12758.641274
463,1.0,101,106,5,0.04717,101.0,60.0,25.535849,18.0,1.418658,1.683333,25.435849,0.073862,0.06,25.435849,0.107419,101.10101,30.330303,12788.971577
464,1.0,82,88,6,0.068182,82.0,60.0,19.009091,18.0,1.056061,1.366667,18.909091,0.074681,0.06,18.908487,0.086783,81.858586,24.557576,12813.529153
465,1.0,87,93,6,0.064516,87.0,60.0,20.487097,18.0,1.138172,1.45,20.387097,0.075132,0.06,20.38676,0.034304,87.10101,26.130303,12839.659456
466,1.0,92,97,5,0.051546,92.0,60.0,22.857732,18.0,1.269874,1.533333,22.757732,0.074287,0.06,22.757732,0.027024,91.929293,27.578788,12867.238244
467,1.0,85,92,7,0.076087,85.0,60.0,19.032609,18.0,1.057367,1.416667,18.932609,0.075895,0.06,18.931414,0.059296,85.10101,25.530303,12892.768547
468,1.0,107,112,5,0.044643,107.0,60.0,27.323214,18.0,1.517956,1.783333,27.223214,0.07436,0.06,27.223214,0.17703,107.070707,32.121212,12924.889759
469,1.0,115,122,7,0.057377,115.0,60.0,27.901639,18.0,1.550091,1.916667,27.801639,0.074097,0.06,27.801639,0.249035,114.747475,34.424242,12959.314001
470,1.0,85,90,5,0.055556,85.0,60.0,20.777778,18.0,1.154321,1.416667,20.677778,0.073653,0.06,20.677778,0.058776,84.69697,25.409091,12984.723092
471,1.0,93,98,5,0.05102,93.0,60.0,23.155102,18.0,1.286395,1.55,23.055102,0.072755,0.06,23.055102,0.028083,93.171717,27.951515,13012.674607
472,1.0,87,90,3,0.033333,87.0,60.0,23.2,18.0,1.288889,1.45,23.1,0.070088,0.06,23.1,0.065377,87.121212,26.136364,13038.810971
473,1.0,86,91,5,0.054945,86.0,60.0,21.074725,18.0,1.170818,1.433333,20.974725,0.069583,0.06,20.974725,0.049668,85.888889,25.766667,13064.577638
474,1.0,94,99,5,0.050505,94.0,60.0,23.452525,18.0,1.302918,1.566667,23.352525,0.068633,0.06,23.352525,0.035739,94.151515,28.245455,13092.823092
475,1.0,83,89,6,0.067416,83.0,60.0,19.304494,18.0,1.072472,1.383333,19.204494,0.069375,0.06,19.203985,0.081937,82.939394,24.881818,13117.70491
476,1.0,85,90,5,0.055556,85.0,60.0,20.777778,18.0,1.154321,1.416667,20.677778,0.068931,0.06,20.677778,0.059124,85.262626,25.578788,13143.283698
477,1.0,100,105,5,0.047619,100.0,60.0,25.238095,18.0,1.402116,1.666667,25.138095,0.067692,0.06,25.138095,0.094446,100.070707,30.021212,13173.30491
478,1.0,113,119,6,0.05042,113.0,60.0,28.202521,18.0,1.566807,1.883333,28.102521,0.066734,0.06,28.102521,0.222131,112.919192,33.875758,13207.180668
479,1.0,97,103,6,0.058252,97.0,60.0,23.449515,18.0,1.302751,1.616667,23.349515,0.06656,0.06,23.349515,0.056822,96.878788,29.063636,13236.244304
480,1.0,94,101,7,0.069307,94.0,60.0,21.685149,18.0,1.20473,1.566667,21.585149,0.06749,0.06,21.584529,0.035674,94.0,28.2,13264.444304
481,1.0,86,89,3,0.033708,86.0,60.0,22.901124,18.0,1.272285,1.433333,22.801124,0.064861,0.06,22.801124,0.070516,85.929293,25.778788,13290.223092
482,1.0,82,88,6,0.068182,82.0,60.0,19.009091,18.0,1.056061,1.366667,18.909091,0.065679,0.06,18.90856,0.09444,82.111111,24.633333,13314.856426
483,1.0,106,110,4,0.036364,106.0,60.0,27.945455,18.0,1.552525,1.766667,27.845455,0.063316,0.06,27.845455,0.152536,106.050505,31.815152,13346.671577
484,1.0,83,90,7,0.077778,83.0,60.0,18.444444,18.0,1.024691,1.383333,18.344444,0.065093,0.06,18.343319,0.095036,82.707071,24.812121,13371.483698
485,1.0,74,78,4,0.051282,74.0,60.0,18.405128,18.0,1.022507,1.233333,18.305128,0.064222,0.06,18.305128,0.176475,74.10101,22.230303,13393.714001
486,1.0,92,96,4,0.041667,92.0,60.0,23.766667,18.0,1.32037,1.533333,23.666667,0.062388,0.06,23.666667,0.031856,92.141414,27.642424,13421.356426
487,1.0,72,77,5,0.064935,72.0,60.0,16.924675,18.0,0.94026,1.2,16.824675,0.062882,0.06,16.824367,0.192625,72.121212,21.636364,13442.992789
488,1.0,90,95,5,0.052632,90.0,60.0,22.263158,18.0,1.236842,1.5,22.163158,0.062145,0.06,22.163158,0.012202,90.161616,27.048485,13470.041274
489,1.0,97,102,5,0.04902,97.0,60.0,24.345098,18.0,1.352505,1.616667,24.245098,0.061047,0.06,24.245098,0.065251,96.939394,29.081818,13499.123092
490,1.0,84,88,4,0.045455,84.0,60.0,21.381818,18.0,1.187879,1.4,21.281818,0.059592,0.06,21.281818,0.073681,84.10101,25.230303,13524.353395
491,1.0,102,111,9,0.081081,102.0,60.0,22.32973,18.0,1.240541,1.7,22.22973,0.061701,0.06,22.228473,0.121725,102.161616,30.648485,13555.00188
492,1.0,78,83,5,0.060241,78.0,60.0,18.701205,18.0,1.038956,1.3,18.601205,0.061725,0.06,18.60119,0.133542,77.959596,23.387879,13578.389759
493,1.0,97,104,7,0.067308,97.0,60.0,22.571154,18.0,1.253953,1.616667,22.471154,0.062455,0.06,22.470703,0.061569,97.131313,29.139394,13607.529153
494,1.0,97,106,9,0.084906,97.0,60.0,20.864151,18.0,1.159119,1.616667,20.764151,0.064946,0.06,20.762595,0.078021,96.939394,29.081818,13636.610971
495,1.0,126,134,8,0.059701,126.0,60.0,30.277612,18.0,1.68209,2.1,30.177612,0.064916,0.06,30.177612,0.346015,125.919192,37.775758,13674.386729
496,1.0,103,111,8,0.072072,103.0,60.0,23.476577,18.0,1.304254,1.716667,23.376577,0.066123,0.06,23.375793,0.110611,102.585859,30.775758,13705.162486
497,1.0,102,110,8,0.072727,102.0,60.0,23.181818,18.0,1.287879,1.7,23.081818,0.067396,0.06,23.080977,0.099324,101.787879,30.536364,13735.69885
